League,Season,Matchday,Match_Date,Match_Time,Home_Team,Home_Team_Short,Guest_Team,Guest_Team_Short,Home_Goals,Guest_Goals,Home_Points,Guest_Points,Location,Stadium,Viewers
3. Liga,2019/2020,22. Spieltag,2020-02-01,14:00:00,Eintracht Braunschweig,Braunschweig,FC Carl Zeiss Jena,Jena,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,22. Spieltag,2020-02-01,14:00:00,FC Bayern München II,Bayern II,FC Hansa Rostock,Rostock,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,22. Spieltag,2020-02-01,14:00:00,Preußen Münster,Münster,MSV Duisburg,Duisburg,1,4,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,22. Spieltag,2020-02-01,14:00:00,FC Ingolstadt 04,Ingolstadt,1. FC Kaiserslautern,Kaiserslautern,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,22. Spieltag,2020-02-02,13:00:00,SV Waldhof Mannheim,Mannheim,1. FC Magdeburg,Magdeburg,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,22. Spieltag,2020-02-02,14:00:00,FSV Zwickau,Zwickau,TSV 1860 München,1860 München,2,2,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,22. Spieltag,2020-02-03,19:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,FC Kickers Würzburg,Würzburg,0,6,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-07,19:00:00,MSV Duisburg,Duisburg,Eintracht Braunschweig,Braunschweig,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-08,14:00:00,FC Hansa Rostock,Rostock,SpVgg Unterhaching,Unterhaching,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-08,14:00:00,TSV 1860 München,1860 München,SV Waldhof Mannheim,Mannheim,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-08,14:00:00,KFC Uerdingen 05,Uerdingen,SG Sonnenhof Großaspach,Sonnenhof Großaspach,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-08,14:00:00,1. FC Kaiserslautern,Kaiserslautern,Preußen Münster,Münster,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-08,14:00:00,1. FC Magdeburg,Magdeburg,SV Meppen,Meppen,0,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-08,14:00:00,FC Viktoria Köln,Viktoria Köln,FC Bayern München II,Bayern II,2,4,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-09,13:00:00,FC Kickers Würzburg,Würzburg,FC Ingolstadt 04,Ingolstadt,3,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-09,14:00:00,Chemnitzer FC,Chemnitz,Hallescher FC,Halle,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,23. Spieltag,2020-02-10,19:00:00,FC Carl Zeiss Jena,Jena,FSV Zwickau,Zwickau,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-14,19:00:00,Preußen Münster,Münster,FC Kickers Würzburg,Würzburg,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-15,14:00:00,SV Meppen,Meppen,TSV 1860 München,1860 München,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-15,14:00:00,SpVgg Unterhaching,Unterhaching,FC Viktoria Köln,Viktoria Köln,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-15,14:00:00,Eintracht Braunschweig,Braunschweig,1. FC Kaiserslautern,Kaiserslautern,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-15,14:00:00,1. FC Magdeburg,Magdeburg,Chemnitzer FC,Chemnitz,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-15,14:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,FC Hansa Rostock,Rostock,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-15,14:00:00,FC Ingolstadt 04,Ingolstadt,KFC Uerdingen 05,Uerdingen,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-16,13:00:00,FSV Zwickau,Zwickau,MSV Duisburg,Duisburg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-16,14:00:00,SV Waldhof Mannheim,Mannheim,FC Carl Zeiss Jena,Jena,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,24. Spieltag,2020-02-17,19:00:00,FC Bayern München II,Bayern II,Hallescher FC,Halle,6,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-21,19:00:00,FC Viktoria Köln,Viktoria Köln,SG Sonnenhof Großaspach,Sonnenhof Großaspach,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-22,14:00:00,MSV Duisburg,Duisburg,SV Waldhof Mannheim,Mannheim,2,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-22,14:00:00,FC Hansa Rostock,Rostock,FC Ingolstadt 04,Ingolstadt,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-22,14:00:00,KFC Uerdingen 05,Uerdingen,Preußen Münster,Münster,0,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-22,14:00:00,FC Carl Zeiss Jena,Jena,SV Meppen,Meppen,0,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-22,14:00:00,1. FC Kaiserslautern,Kaiserslautern,FSV Zwickau,Zwickau,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-22,14:00:00,FC Kickers Würzburg,Würzburg,Eintracht Braunschweig,Braunschweig,3,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-23,13:00:00,TSV 1860 München,1860 München,1. FC Magdeburg,Magdeburg,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-23,14:00:00,Hallescher FC,Halle,SpVgg Unterhaching,Unterhaching,3,5,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,25. Spieltag,2020-02-24,19:00:00,Chemnitzer FC,Chemnitz,FC Bayern München II,Bayern II,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-28,19:00:00,SpVgg Unterhaching,Unterhaching,FC Bayern München II,Bayern II,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-29,14:00:00,TSV 1860 München,1860 München,Chemnitzer FC,Chemnitz,4,3,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-29,14:00:00,FSV Zwickau,Zwickau,FC Kickers Würzburg,Würzburg,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-29,14:00:00,SV Waldhof Mannheim,Mannheim,1. FC Kaiserslautern,Kaiserslautern,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-29,14:00:00,Eintracht Braunschweig,Braunschweig,KFC Uerdingen 05,Uerdingen,4,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-29,14:00:00,1. FC Magdeburg,Magdeburg,FC Carl Zeiss Jena,Jena,6,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-02-29,14:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,Hallescher FC,Halle,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-03-01,13:00:00,FC Ingolstadt 04,Ingolstadt,FC Viktoria Köln,Viktoria Köln,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-03-01,14:00:00,SV Meppen,Meppen,MSV Duisburg,Duisburg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,26. Spieltag,2020-03-02,19:00:00,Preußen Münster,Münster,FC Hansa Rostock,Rostock,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-06,19:00:00,MSV Duisburg,Duisburg,1. FC Magdeburg,Magdeburg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-07,14:00:00,FC Carl Zeiss Jena,Jena,TSV 1860 München,1860 München,0,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-07,14:00:00,1. FC Kaiserslautern,Kaiserslautern,SV Meppen,Meppen,3,3,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-07,14:00:00,Chemnitzer FC,Chemnitz,SpVgg Unterhaching,Unterhaching,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-07,14:00:00,FC Bayern München II,Bayern II,SG Sonnenhof Großaspach,Sonnenhof Großaspach,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-07,14:00:00,FC Kickers Würzburg,Würzburg,SV Waldhof Mannheim,Mannheim,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-07,14:00:00,FC Viktoria Köln,Viktoria Köln,Preußen Münster,Münster,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-08,13:00:00,KFC Uerdingen 05,Uerdingen,FSV Zwickau,Zwickau,4,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-08,14:00:00,Hallescher FC,Halle,FC Ingolstadt 04,Ingolstadt,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,27. Spieltag,2020-03-09,19:00:00,FC Hansa Rostock,Rostock,Eintracht Braunschweig,Braunschweig,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,FSV Zwickau,Zwickau,FC Hansa Rostock,Rostock,2,2,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,SV Waldhof Mannheim,Mannheim,KFC Uerdingen 05,Uerdingen,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,SV Meppen,Meppen,FC Kickers Würzburg,Würzburg,1,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,Eintracht Braunschweig,Braunschweig,FC Viktoria Köln,Viktoria Köln,4,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,1. FC Magdeburg,Magdeburg,1. FC Kaiserslautern,Kaiserslautern,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,SpVgg Unterhaching,Unterhaching,0,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-30,14:00:00,FC Ingolstadt 04,Ingolstadt,FC Bayern München II,Bayern II,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-31,13:00:00,TSV 1860 München,1860 München,MSV Duisburg,Duisburg,3,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-31,14:00:00,Preußen Münster,Münster,Hallescher FC,Halle,4,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,28. Spieltag,2020-05-31,17:00:00,FC Carl Zeiss Jena,Jena,Chemnitzer FC,Chemnitz,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-02,19:00:00,KFC Uerdingen 05,Uerdingen,SV Meppen,Meppen,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-02,19:00:00,FC Kickers Würzburg,Würzburg,1. FC Magdeburg,Magdeburg,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-02,19:00:00,FC Viktoria Köln,Viktoria Köln,FSV Zwickau,Zwickau,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-02,20:30:00,FC Hansa Rostock,Rostock,SV Waldhof Mannheim,Mannheim,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-02,20:30:00,SpVgg Unterhaching,Unterhaching,FC Ingolstadt 04,Ingolstadt,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-03,19:00:00,MSV Duisburg,Duisburg,FC Carl Zeiss Jena,Jena,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-03,19:00:00,FC Bayern München II,Bayern II,Preußen Münster,Münster,3,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-03,19:00:00,Hallescher FC,Halle,Eintracht Braunschweig,Braunschweig,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-03,20:30:00,1. FC Kaiserslautern,Kaiserslautern,TSV 1860 München,1860 München,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,29. Spieltag,2020-06-03,20:30:00,Chemnitzer FC,Chemnitz,SG Sonnenhof Großaspach,Sonnenhof Großaspach,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-05,19:00:00,1. FC Magdeburg,Magdeburg,KFC Uerdingen 05,Uerdingen,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-06,14:00:00,MSV Duisburg,Duisburg,Chemnitzer FC,Chemnitz,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-06,14:00:00,TSV 1860 München,1860 München,FC Kickers Würzburg,Würzburg,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-06,14:00:00,FSV Zwickau,Zwickau,Hallescher FC,Halle,5,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-06,14:00:00,SV Waldhof Mannheim,Mannheim,FC Viktoria Köln,Viktoria Köln,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-06,14:00:00,SV Meppen,Meppen,FC Hansa Rostock,Rostock,0,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-06,14:00:00,Eintracht Braunschweig,Braunschweig,FC Bayern München II,Bayern II,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-07,13:00:00,Preußen Münster,Münster,SpVgg Unterhaching,Unterhaching,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-07,14:00:00,FC Carl Zeiss Jena,Jena,1. FC Kaiserslautern,Kaiserslautern,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,30. Spieltag,2020-06-07,17:00:00,FC Ingolstadt 04,Ingolstadt,SG Sonnenhof Großaspach,Sonnenhof Großaspach,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-09,19:00:00,KFC Uerdingen 05,Uerdingen,TSV 1860 München,1860 München,1,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-09,19:00:00,FC Bayern München II,Bayern II,FSV Zwickau,Zwickau,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-09,19:00:00,FC Viktoria Köln,Viktoria Köln,SV Meppen,Meppen,1,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-09,20:30:00,FC Hansa Rostock,Rostock,1. FC Magdeburg,Magdeburg,3,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-09,20:30:00,Hallescher FC,Halle,SV Waldhof Mannheim,Mannheim,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-10,19:00:00,Chemnitzer FC,Chemnitz,FC Ingolstadt 04,Ingolstadt,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-10,19:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,Preußen Münster,Münster,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-10,19:00:00,FC Kickers Würzburg,Würzburg,FC Carl Zeiss Jena,Jena,4,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-10,20:30:00,1. FC Kaiserslautern,Kaiserslautern,MSV Duisburg,Duisburg,1,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,31. Spieltag,2020-06-10,20:30:00,SpVgg Unterhaching,Unterhaching,Eintracht Braunschweig,Braunschweig,1,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-12,19:00:00,SV Meppen,Meppen,Hallescher FC,Halle,2,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-13,14:00:00,MSV Duisburg,Duisburg,FC Kickers Würzburg,Würzburg,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-13,14:00:00,TSV 1860 München,1860 München,FC Hansa Rostock,Rostock,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-13,14:00:00,1. FC Kaiserslautern,Kaiserslautern,Chemnitzer FC,Chemnitz,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-13,14:00:00,Eintracht Braunschweig,Braunschweig,SG Sonnenhof Großaspach,Sonnenhof Großaspach,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-13,14:00:00,Preußen Münster,Münster,FC Ingolstadt 04,Ingolstadt,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-13,14:00:00,1. FC Magdeburg,Magdeburg,FC Viktoria Köln,Viktoria Köln,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-14,13:00:00,FC Carl Zeiss Jena,Jena,KFC Uerdingen 05,Uerdingen,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-14,14:00:00,FSV Zwickau,Zwickau,SpVgg Unterhaching,Unterhaching,3,3,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,32. Spieltag,2020-06-14,17:00:00,SV Waldhof Mannheim,Mannheim,FC Bayern München II,Bayern II,2,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-16,19:00:00,Chemnitzer FC,Chemnitz,Preußen Münster,Münster,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-16,19:00:00,FC Kickers Würzburg,Würzburg,1. FC Kaiserslautern,Kaiserslautern,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-16,19:00:00,FC Ingolstadt 04,Ingolstadt,Eintracht Braunschweig,Braunschweig,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-16,20:30:00,Hallescher FC,Halle,1. FC Magdeburg,Magdeburg,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-16,20:30:00,FC Viktoria Köln,Viktoria Köln,TSV 1860 München,1860 München,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-17,19:00:00,SpVgg Unterhaching,Unterhaching,SV Waldhof Mannheim,Mannheim,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-17,19:00:00,FC Bayern München II,Bayern II,SV Meppen,Meppen,5,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-17,19:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,FSV Zwickau,Zwickau,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,33. Spieltag,2020-06-17,20:30:00,FC Hansa Rostock,Rostock,FC Carl Zeiss Jena,Jena,4,0,3,0,Rostock,DKB-Arena,-1
3. Liga,2019/2020,33. Spieltag,2020-06-17,20:30:00,KFC Uerdingen 05,Uerdingen,MSV Duisburg,Duisburg,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-19,19:00:00,FC Kickers Würzburg,Würzburg,Chemnitzer FC,Chemnitz,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-20,14:00:00,MSV Duisburg,Duisburg,FC Hansa Rostock,Rostock,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-20,14:00:00,SV Waldhof Mannheim,Mannheim,SG Sonnenhof Großaspach,Sonnenhof Großaspach,3,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-20,14:00:00,FC Carl Zeiss Jena,Jena,FC Viktoria Köln,Viktoria Köln,2,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-20,14:00:00,1. FC Kaiserslautern,Kaiserslautern,KFC Uerdingen 05,Uerdingen,4,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-20,14:00:00,Eintracht Braunschweig,Braunschweig,Preußen Münster,Münster,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-20,14:00:00,1. FC Magdeburg,Magdeburg,FC Bayern München II,Bayern II,2,2,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-21,13:00:00,SV Meppen,Meppen,SpVgg Unterhaching,Unterhaching,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-21,14:00:00,TSV 1860 München,1860 München,Hallescher FC,Halle,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,34. Spieltag,2020-06-21,17:00:00,FSV Zwickau,Zwickau,FC Ingolstadt 04,Ingolstadt,0,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-23,19:00:00,KFC Uerdingen 05,Uerdingen,FC Kickers Würzburg,Würzburg,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-23,19:00:00,Chemnitzer FC,Chemnitz,Eintracht Braunschweig,Braunschweig,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-23,20:30:00,FC Hansa Rostock,Rostock,1. FC Kaiserslautern,Kaiserslautern,1,1,1,1,Rostock,DKB-Arena,-1
3. Liga,2019/2020,35. Spieltag,2020-06-23,20:30:00,FC Viktoria Köln,Viktoria Köln,MSV Duisburg,Duisburg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-24,19:00:00,SpVgg Unterhaching,Unterhaching,1. FC Magdeburg,Magdeburg,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-24,19:00:00,Preußen Münster,Münster,FSV Zwickau,Zwickau,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-24,19:00:00,Hallescher FC,Halle,FC Carl Zeiss Jena,Jena,5,3,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-24,19:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,SV Meppen,Meppen,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-24,20:30:00,FC Bayern München II,Bayern II,TSV 1860 München,1860 München,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,35. Spieltag,2020-06-24,20:30:00,FC Ingolstadt 04,Ingolstadt,SV Waldhof Mannheim,Mannheim,2,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-26,14:00:00,FC Carl Zeiss Jena,Jena,FC Bayern München II,Bayern II,1,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-26,19:00:00,KFC Uerdingen 05,Uerdingen,Chemnitzer FC,Chemnitz,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-27,14:00:00,MSV Duisburg,Duisburg,Hallescher FC,Halle,2,2,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-27,14:00:00,TSV 1860 München,1860 München,SpVgg Unterhaching,Unterhaching,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-27,14:00:00,FSV Zwickau,Zwickau,Eintracht Braunschweig,Braunschweig,3,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-27,14:00:00,SV Waldhof Mannheim,Mannheim,Preußen Münster,Münster,0,0,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-27,14:00:00,1. FC Kaiserslautern,Kaiserslautern,FC Viktoria Köln,Viktoria Köln,3,0,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-27,14:00:00,FC Kickers Würzburg,Würzburg,FC Hansa Rostock,Rostock,3,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-28,13:00:00,SV Meppen,Meppen,FC Ingolstadt 04,Ingolstadt,0,2,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,36. Spieltag,2020-06-28,14:00:00,1. FC Magdeburg,Magdeburg,SG Sonnenhof Großaspach,Sonnenhof Großaspach,0,1,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,FC Hansa Rostock,Rostock,KFC Uerdingen 05,Uerdingen,1,0,3,0,Rostock,,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,FSV Zwickau,Zwickau,Chemnitzer FC,Chemnitz,2,1,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,SpVgg Unterhaching,Unterhaching,FC Carl Zeiss Jena,Jena,2,2,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,Eintracht Braunschweig,Braunschweig,SV Waldhof Mannheim,Mannheim,3,2,3,0,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,FC Bayern München II,Bayern II,MSV Duisburg,Duisburg,2,2,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,Preußen Münster,Münster,SV Meppen,Meppen,0,3,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,Hallescher FC,Halle,1. FC Kaiserslautern,Kaiserslautern,1,1,1,1,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,SG Sonnenhof Großaspach,Sonnenhof Großaspach,TSV 1860 München,1860 München,2,4,0,3,Unknown,Unknown,-1
3. Liga,2019/2020,37. Spieltag,2020-07-01,19:00:00,FC Ingolstadt 04,Ingolstadt,1. FC Magdeburg,Magdeburg,0,2,0,3,Unknown,Unknown,-1
